epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
65,27175.7,0.84656,0.42979,0.11071,0.57628,0.48662,0.48276,0.29073,0.68207,0.48925,0.07499,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,27590.4,0.83383,0.43266,0.10667,0.57592,0.48792,0.48234,0.29121,0.68201,0.488,0.07409,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,28006,0.84169,0.42934,0.10875,0.56761,0.49415,0.48628,0.29434,0.67883,0.49013,0.0732,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,28421.1,0.82378,0.43167,0.10241,0.57049,0.48949,0.48417,0.29403,0.67608,0.4913,0.07349,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,28837,0.82666,0.43098,0.10671,0.5771,0.49377,0.48294,0.29305,0.67526,0.49068,0.07348,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,29251.5,0.81908,0.43186,0.10367,0.57198,0.49158,0.48325,0.29265,0.67636,0.49051,0.07326,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,29667.2,0.82019,0.42911,0.10555,0.57278,0.48728,0.48275,0.29296,0.67499,0.49062,0.07355,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,30081.3,0.81062,0.43283,0.09998,0.57564,0.49268,0.48595,0.29446,0.67097,0.49233,0.07166,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,30498.8,0.81547,0.4302,0.10248,0.57751,0.48704,0.48287,0.29232,0.67376,0.49303,0.07295,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,30914.3,0.80935,0.43107,0.10042,0.57276,0.49023,0.48553,0.29388,0.66689,0.49341,0.07084,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,31328.6,0.80318,0.43226,0.09769,0.57066,0.49417,0.48631,0.29343,0.66826,0.49347,0.07127,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,31742.9,0.7925,0.43379,0.09502,0.58118,0.49125,0.48732,0.29465,0.6656,0.4937,0.07061,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,32160.2,0.80794,0.431,0.09924,0.58643,0.49335,0.48729,0.29472,0.66537,0.49328,0.07087,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,32576,0.80689,0.42882,0.09706,0.57751,0.49695,0.48808,0.29568,0.66243,0.49517,0.07052,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,32990.8,0.78591,0.43303,0.09294,0.57795,0.49613,0.48823,0.29556,0.66319,0.49482,0.07065,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,33404.6,0.78437,0.43115,0.09387,0.57882,0.50046,0.48991,0.2964,0.66138,0.49576,0.07029,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,33818.8,0.7849,0.43149,0.09225,0.57217,0.50334,0.48979,0.29577,0.66194,0.49548,0.07038,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,34232.3,0.78249,0.43203,0.09159,0.57136,0.50173,0.49044,0.29601,0.66233,0.49524,0.06994,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,34646.1,0.77566,0.43334,0.08975,0.58858,0.492,0.49214,0.29672,0.66021,0.49503,0.07016,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,35060,0.76927,0.43407,0.0892,0.5786,0.50141,0.49188,0.29703,0.66101,0.49506,0.07037,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,35473.1,0.76113,0.4343,0.08541,0.57961,0.49934,0.492,0.29635,0.65815,0.49508,0.06979,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,35887,0.77716,0.43167,0.09235,0.57078,0.50263,0.49079,0.2961,0.65738,0.49593,0.06935,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,36299.5,0.75679,0.43244,0.0868,0.5745,0.49929,0.49105,0.29624,0.65732,0.49624,0.06934,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,36711.7,0.75831,0.43228,0.08461,0.57005,0.5024,0.49071,0.29592,0.65661,0.49656,0.06906,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,37125,0.76265,0.43046,0.08584,0.56896,0.50354,0.49258,0.2961,0.65616,0.49712,0.06937,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,37537.4,0.7581,0.43333,0.08513,0.5728,0.5013,0.49247,0.29554,0.65408,0.49783,0.06901,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,37935.3,0.63347,0.45146,0.05538,0.56915,0.50833,0.49249,0.29567,0.65444,0.49715,0.06898,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,38332.5,0.63208,0.45023,0.05569,0.57595,0.50122,0.49189,0.29631,0.65125,0.49857,0.06842,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,38730.4,0.62861,0.45023,0.05486,0.57718,0.49918,0.49122,0.29566,0.65221,0.49845,0.06843,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,39128.3,0.62433,0.44962,0.05423,0.58355,0.49877,0.49208,0.29568,0.65159,0.49876,0.06835,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,39525.3,0.62285,0.44981,0.05362,0.58631,0.49813,0.49325,0.29581,0.65206,0.49967,0.06843,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,39921.9,0.62436,0.44856,0.05353,0.58219,0.49746,0.4924,0.29579,0.65098,0.49986,0.06811,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,40318.8,0.61626,0.45017,0.05296,0.5884,0.49279,0.49117,0.29506,0.65111,0.49982,0.06824,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,40715.8,0.61972,0.44779,0.05313,0.58649,0.49382,0.49101,0.29487,0.65034,0.50054,0.06798,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,41112.7,0.61822,0.4488,0.05238,0.58977,0.49166,0.49031,0.29411,0.65102,0.50057,0.06832,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,41510.4,0.61435,0.44881,0.0517,0.58673,0.49195,0.48972,0.29357,0.65089,0.50089,0.0682,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
